Registration Number,Predicted GPA By Model,Subjects,Required Grades,Required Term-End Marks
23BAI10576,5.939933138027647,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'B']","[62.33, 84.33, 85.67, 80.33, 91.67]"
23BAI10577,6.841557369408256,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[77.0, 72.33, 83.0, 73.0, 72.33]"
23BAI10578,6.159657897062013,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'B']","[84.0, 68.67, 84.67, 95.33, 92.0]"
23BAI10579,6.810419650915363,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[97.67, 83.67, 94.33, 83.0, 76.33]"
23BAI10580,5.530887538577602,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[67.83, 99.83, 89.17, 65.83, 99.83]"
23BAI10581,6.060641180955927,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'B', 'A', 'A']","[88.5, 95.83, 88.5, 71.17, 97.17]"
23BAI10582,6.873527042153212,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[97.0, 57.0, 87.67, 74.33, 71.67]"
23BAI10583,7.483921088117181,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'A']","[83.0, 73.67, 81.67, 80.33, 73.0]"
23BAI10584,7.387589798887069,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'S']","[87.67, 55.0, 73.0, 81.0, 69.67]"
23BAI10585,5.863460039703825,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'B', 'A']","[88.5, 71.17, 71.17, 82.5, 55.17]"
23BAI10586,8.493460376989427,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'S']","[55.33, 91.33, 81.33, 82.0, 84.0]"
23BAI10587,7.323518412582676,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'S']","[56.17, 72.17, 87.5, 85.5, 78.83]"
23BAI10588,6.860867183496963,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'A']","[82.17, 82.83, 68.83, 71.5, 70.83]"
23BAI10589,5.822188811256356,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'B']","[71.0, 74.33, 91.67, 81.0, 84.33]"
23BAI10590,8.251236904250034,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'B', 'S']","[83.0, 79.0, 97.0, 83.67, 97.0]"
23BAI10591,8.559093846730159,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'A']","[86.83, 84.17, 55.5, 94.17, 59.5]"
23BAI10592,7.168831369080453,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[89.67, 63.0, 69.0, 77.67, 71.0]"
23BAI10593,5.801372683355261,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'B']","[96.67, 84.67, 68.67, 90.67, 84.0]"
23BAI10594,7.720460667624888,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[100.0, 84.0, 74.67, 55.33, 93.33]"
23BAI10595,7.754949716410536,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'S']","[79.5, 62.83, 72.83, 70.83, 83.5]"
23BAI10596,7.398694734900339,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'S', 'B']","[58.67, 84.0, 75.33, 71.33, 90.0]"
23BAI10597,8.125474463432845,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'B', 'S']","[73.5, 60.83, 84.17, 74.17, 73.5]"
23BAI10598,6.96445892028241,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[96.5, 96.5, 81.17, 63.83, 57.83]"
23BAI10599,6.533247956197364,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'S']","[66.33, 91.67, 80.33, 99.0, 95.0]"
23BAI10600,6.304073298375427,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'B']","[66.67, 72.67, 99.33, 90.0, 86.0]"
23BAI10601,7.024555759398046,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[98.33, 98.33, 95.67, 55.67, 95.67]"
23BAI10602,6.0325707265944075,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'B']","[77.33, 84.67, 87.33, 82.0, 74.67]"
23BAI10603,6.233696396477562,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'B']","[65.5, 89.5, 76.17, 82.17, 74.83]"
23BAI10604,7.0211300782477295,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'A', 'A']","[79.83, 73.83, 85.17, 94.5, 88.5]"
23BAI10605,6.583997274183903,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'B']","[99.33, 78.0, 58.67, 64.67, 80.0]"
23BAI10606,8.597233741746177,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'S', 'A']","[97.5, 99.5, 84.17, 89.5, 66.83]"
23BAI10607,7.015603150830663,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'S', 'S']","[89.67, 56.33, 89.0, 83.0, 85.0]"
23BAI10608,5.1029665213000985,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'A']","[88.5, 67.17, 71.83, 65.17, 89.17]"
23BAI10609,7.058769567807592,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[79.83, 72.5, 67.83, 53.83, 99.83]"
23BAI10610,6.549138216989443,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[75.83, 77.83, 75.83, 93.17, 97.83]"
23BAI10611,5.757379522978861,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'A']","[67.5, 78.83, 96.17, 61.5, 67.5]"
23BAI10612,6.854889648275287,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'S', 'A']","[81.33, 70.0, 88.67, 100.0, 59.33]"
23BAI10613,7.848518207206728,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'B']","[80.17, 74.83, 94.17, 96.17, 77.5]"
23BAI10614,7.99539934642272,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[88.33, 77.0, 83.67, 77.67, 63.67]"
23BAI10615,6.717883211375295,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[58.67, 90.67, 89.33, 54.67, 91.33]"
23BAI10616,7.004183907597798,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[75.0, 89.0, 73.0, 79.0, 75.67]"
23BAI10617,7.143013451624415,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'A']","[78.33, 83.67, 87.0, 91.0, 93.0]"
23BAI10618,8.245677959334902,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[76.83, 99.5, 94.83, 87.5, 99.5]"
23BAI10619,7.9854407815649715,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'S', 'A']","[83.17, 59.83, 81.17, 78.5, 93.83]"
23BAI10620,8.031094653350763,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[82.33, 90.33, 75.67, 55.67, 89.67]"
23BAI10621,8.233889073482928,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'S']","[75.5, 94.83, 74.17, 97.5, 67.5]"
23BAI10622,7.689700025267056,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[53.33, 79.33, 92.0, 87.33, 53.33]"
23BAI10623,7.056588667272537,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'B']","[85.5, 88.17, 72.83, 76.83, 74.17]"
23BAI10624,5.227159941199246,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[84.67, 86.0, 59.33, 73.33, 76.0]"
23BAI10625,8.214704331432804,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'B']","[98.17, 70.83, 92.17, 74.83, 85.5]"
23BAI10626,5.206792941720401,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'A', 'A']","[78.67, 80.67, 98.0, 57.33, 77.33]"
23BAI10627,7.812237278718842,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'S']","[74.5, 73.17, 79.17, 66.5, 93.17]"
23BAI10628,6.390756172569249,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'B']","[63.67, 87.0, 59.67, 77.67, 79.0]"
23BAI10629,6.599673209266538,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[78.5, 90.5, 71.17, 85.83, 83.17]"
23BAI10630,7.273302151361456,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'B', 'B', 'S']","[84.17, 95.5, 90.17, 78.17, 73.5]"
23BAI10631,6.724973763499547,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'B', 'A']","[86.83, 95.5, 93.5, 76.83, 65.5]"
23BAI10632,7.823708907068826,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[90.67, 96.0, 64.0, 94.0, 78.0]"
23BAI10633,6.358701254850059,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'B']","[91.67, 69.0, 71.0, 77.0, 78.33]"
23BAI10634,7.98335364052639,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'A']","[93.0, 87.0, 77.0, 76.33, 94.33]"
23BAI10635,7.763532768199219,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[93.83, 93.17, 85.17, 73.83, 55.17]"
23BAI10636,7.865573420611413,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'S']","[76.33, 97.0, 57.0, 95.67, 73.67]"
23BAI10637,7.56895499763066,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'A']","[88.0, 87.33, 96.67, 95.33, 58.67]"
23BAI10638,6.819642897941175,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'S', 'S']","[72.0, 75.33, 89.33, 94.67, 70.67]"
23BAI10639,7.445363955080188,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[86.83, 60.83, 92.83, 88.17, 94.83]"
23BAI10640,8.254617219979824,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'S', 'S']","[93.67, 90.33, 77.67, 97.67, 77.67]"
23BAI10641,6.255024284291908,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'B']","[77.83, 58.5, 78.5, 77.17, 87.83]"
23BAI10642,7.570121120711558,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'B']","[70.83, 85.5, 64.83, 64.83, 90.17]"
23BAI10643,6.038982942948859,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'A', 'B']","[79.0, 93.0, 79.67, 91.67, 79.0]"
23BAI10644,7.1646394504653355,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'A']","[85.17, 74.5, 87.17, 78.5, 92.5]"
23BAI10645,6.68919544144464,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'A', 'A']","[69.17, 89.83, 80.5, 99.17, 59.17]"
23BAI10646,7.543007099495464,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'S']","[96.5, 95.83, 69.83, 67.83, 98.5]"
23BAI10647,8.662118252162173,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'B']","[61.83, 77.83, 53.83, 76.5, 81.17]"
23BAI10648,6.802439969707123,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'A']","[93.5, 90.17, 83.5, 60.83, 64.83]"
23BAI10649,6.726231438184369,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[53.83, 63.83, 86.5, 73.83, 87.83]"
23BAI10650,8.51122899123689,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'S', 'S']","[82.5, 92.5, 94.5, 96.5, 92.5]"
23BAI10651,7.147390691534602,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'A']","[81.17, 59.83, 80.5, 61.83, 93.83]"
23BAI10652,7.585307639037656,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'B']","[99.0, 66.33, 74.33, 87.67, 83.67]"
23BAI10653,7.563045491040167,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'A']","[81.33, 58.67, 78.0, 83.33, 82.67]"
23BAI10654,7.967634207264259,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'A']","[92.5, 75.17, 80.5, 53.83, 55.83]"
23BAI10655,6.691023033273155,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[57.0, 59.0, 65.0, 86.33, 91.0]"
23BAI10656,8.190977777457615,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'A']","[87.5, 72.17, 72.17, 94.83, 64.17]"
23BAI10657,7.66840299684826,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'B']","[69.5, 53.5, 95.5, 88.17, 74.83]"
23BAI10658,7.233815410732189,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'S']","[89.83, 69.17, 86.5, 85.17, 97.83]"
23BAI10659,5.418468180017379,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'S']","[73.17, 86.5, 66.5, 77.83, 73.17]"
23BAI10660,8.694841451774538,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[92.17, 72.83, 74.17, 92.83, 78.83]"
23BAI10661,7.275940736633195,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'A']","[61.17, 97.83, 77.83, 86.5, 95.17]"
23BAI10662,6.041215966939967,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'S']","[69.83, 78.5, 81.17, 74.5, 81.83]"
23BAI10663,6.161017783598706,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'B']","[77.5, 75.5, 53.5, 53.5, 86.83]"
23BAI10664,7.2209309563869635,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'A']","[84.33, 91.0, 86.33, 57.67, 77.67]"
23BAI10665,7.9153546178150735,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'S']","[65.83, 82.5, 74.5, 97.83, 86.5]"
23BAI10666,6.940864952424484,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'S', 'S']","[78.5, 85.17, 97.83, 86.5, 86.5]"
23BAI10667,7.475050037010287,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[54.33, 85.0, 82.33, 98.33, 72.33]"
23BAI10668,7.430684680395023,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'A', 'A']","[93.17, 84.5, 94.5, 85.83, 61.83]"
23BAI10669,6.969976796558074,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'A']","[82.5, 77.17, 91.17, 86.5, 64.5]"
23BAI10670,6.635325782381442,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'A']","[73.0, 71.67, 87.67, 99.67, 67.0]"
23BAI10671,6.293708587944424,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'S', 'B']","[71.83, 76.5, 95.83, 93.83, 92.5]"
23BAI10672,8.087901631560321,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'A']","[59.67, 87.67, 76.33, 72.33, 59.67]"
23BAI10673,8.291395152720202,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[76.67, 94.67, 66.67, 75.33, 56.67]"
23BAI10674,6.181733367784318,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'B', 'S']","[98.33, 93.67, 81.0, 89.0, 86.33]"
23BAI10675,6.895682842343184,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'S', 'S']","[82.33, 86.33, 93.67, 97.67, 89.67]"
23BAI10676,7.452810985542333,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'S']","[86.5, 95.83, 81.17, 90.5, 74.5]"
23BAI10677,7.049758851203547,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[64.83, 86.17, 84.83, 68.83, 58.83]"
23BAI10678,5.888956356360612,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'A']","[92.67, 62.67, 84.0, 80.0, 82.67]"
23BAI10679,8.016103101928962,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[54.67, 78.67, 78.67, 86.67, 74.67]"
23BAI10680,7.988742320288088,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'S']","[67.5, 59.5, 91.5, 88.17, 88.17]"
23BAI10681,7.316981036839592,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'S', 'B']","[89.0, 77.67, 82.33, 96.33, 89.0]"
23BAI10682,7.81083703566504,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'S']","[56.67, 71.33, 76.67, 62.67, 77.33]"
23BAI10683,5.797253873658055,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[99.5, 55.5, 92.17, 92.83, 92.17]"
23BAI10684,7.192357507960829,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[99.67, 91.67, 68.33, 69.67, 92.33]"
23BAI10685,7.261208249479801,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[80.0, 80.67, 76.67, 91.33, 96.67]"
23BAI10686,7.007423338701218,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'S']","[80.33, 79.67, 86.33, 91.0, 74.33]"
23BAI10687,8.259118043279198,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[79.0, 82.33, 65.67, 59.67, 82.33]"
23BAI10688,7.284390366058731,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'B', 'S']","[91.67, 94.33, 83.67, 77.0, 86.33]"
23BAI10689,5.790944415556275,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'S']","[83.0, 99.67, 61.0, 87.0, 79.67]"
23BAI10690,5.5033921479649095,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'B']","[65.67, 77.0, 67.67, 83.67, 81.0]"
23BAI10691,7.236973175376809,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[71.67, 61.67, 95.67, 91.0, 85.67]"
23BAI10692,6.292663734111521,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'A']","[85.5, 76.17, 78.83, 74.17, 92.83]"
23BAI10693,6.759637058125901,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'A']","[79.67, 65.67, 80.33, 81.0, 59.67]"
23BAI10694,7.420258162831722,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'B']","[73.5, 93.5, 76.17, 94.17, 88.83]"
23BAI10695,6.170678423175474,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'S', 'A']","[53.67, 85.0, 91.0, 74.33, 53.67]"
23BAI10696,6.297780843301777,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'S']","[90.33, 81.0, 78.33, 75.0, 93.67]"
23BAI10697,5.836774577415655,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[89.67, 77.67, 76.33, 79.0, 82.33]"
23BAI10698,5.048845783090892,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'A']","[77.67, 65.0, 83.67, 71.0, 85.0]"
23BAI10699,7.358207885497894,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[75.5, 84.17, 59.5, 77.5, 93.5]"
23BAI10700,5.865979170422476,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'B']","[94.5, 69.83, 89.17, 85.83, 93.17]"
23BAI10701,7.213054751061129,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[83.83, 95.83, 82.5, 55.83, 61.83]"
23BAI10702,4.727877883765201,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'B']","[73.83, 63.83, 91.83, 75.17, 87.17]"
23BAI10703,6.802957262563107,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'A']","[79.0, 69.0, 80.33, 74.33, 77.0]"
23BAI10704,6.308357866884635,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'B', 'A', 'S']","[97.83, 90.5, 82.5, 89.17, 73.83]"
23BAI10705,8.081283633902771,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'S', 'A']","[91.83, 86.5, 89.17, 87.83, 65.17]"
23BAI10706,7.357596268393385,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[80.67, 62.67, 86.0, 80.67, 72.67]"
23BAI10707,6.890700825785733,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'A']","[92.17, 70.83, 92.83, 97.5, 78.83]"
23BAI10708,6.778224696842655,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'A']","[95.83, 75.17, 75.83, 81.17, 69.17]"
23BAI10709,6.396842909705023,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'B']","[63.83, 82.5, 89.83, 92.5, 83.17]"
23BAI10710,6.6480146703576395,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'S']","[65.83, 76.5, 84.5, 85.83, 78.5]"
23BAI10711,7.300784057535543,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'A']","[85.5, 76.83, 71.5, 68.83, 96.83]"
23BAI10712,7.413268196432845,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'B', 'A', 'S']","[88.67, 76.0, 74.67, 83.33, 82.0]"
23BAI10713,5.311834478530813,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'B']","[76.0, 61.33, 88.67, 63.33, 80.67]"
23BAI10714,5.64879503819115,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'A']","[70.83, 72.83, 81.5, 82.17, 90.83]"
23BAI10715,8.681796767266068,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'S']","[89.5, 86.17, 65.5, 77.5, 76.17]"
23BAI10716,5.732071929547122,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[53.83, 53.83, 93.83, 76.5, 99.83]"
23BAI10717,7.702069503396898,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'B']","[80.17, 90.17, 94.17, 74.83, 77.5]"
23BAI10718,5.946049143502064,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[79.83, 78.5, 71.83, 98.5, 88.5]"
23BAI10719,8.043799815981439,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'S']","[58.17, 56.17, 79.5, 96.17, 80.83]"
23BAI10720,5.388709586014571,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'A', 'B']","[74.17, 74.17, 85.5, 92.83, 84.17]"
23BAI10721,7.318762732451702,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'A']","[81.83, 77.83, 89.17, 85.83, 67.17]"
23BAI10722,4.672693678682142,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'B']","[86.33, 81.67, 85.0, 94.33, 85.67]"
23BAI10723,7.820256130507739,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[95.0, 75.0, 85.67, 56.33, 70.33]"
23BAI10724,7.30110019471643,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[84.17, 61.5, 53.5, 90.17, 87.5]"
23BAI10725,5.926174269403143,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[99.5, 98.83, 58.83, 97.5, 95.5]"
